administration_date,supplier,region,age_range,males,females,first_dose,second_dose,previous_infection,additional_booster_dose,second_booster,NUTS1_code,NUTS2_code,ISTAT_regional_code,region_name
2021-01-06,Pfizer/BioNTech,LAZ,60-69,443,473,916,0,0,0,0,ITI,ITI4,12,Lazio
2021-01-06,Pfizer/BioNTech,LAZ,70-79,61,53,114,0,0,0,0,ITI,ITI4,12,Lazio
2021-01-06,Pfizer/BioNTech,LAZ,80-89,18,83,98,0,3,0,0,ITI,ITI4,12,Lazio
2021-01-06,Pfizer/BioNTech,LAZ,90+,11,65,76,0,0,0,0,ITI,ITI4,12,Lazio
2021-01-06,Pfizer/BioNTech,LIG,12-19,1,2,3,0,0,0,0,ITC,ITC3,7,Liguria
2021-01-06,Pfizer/BioNTech,LIG,20-29,47,82,129,0,0,0,0,ITC,ITC3,7,Liguria
2021-01-06,Pfizer/BioNTech,LIG,30-39,73,104,177,0,0,0,0,ITC,ITC3,7,Liguria
2021-01-06,Pfizer/BioNTech,LIG,40-49,88,212,300,0,0,0,0,ITC,ITC3,7,Liguria
2021-01-06,Pfizer/BioNTech,LIG,50-59,174,359,531,0,2,0,0,ITC,ITC3,7,Liguria
2021-01-06,Pfizer/BioNTech,LIG,60-69,167,138,303,0,2,0,0,ITC,ITC3,7,Liguria
2021-01-06,Pfizer/BioNTech,LIG,70-79,37,12,49,0,0,0,0,ITC,ITC3,7,Liguria
2021-01-06,Pfizer/BioNTech,LIG,80-89,21,58,79,0,0,0,0,ITC,ITC3,7,Liguria
2021-01-06,Pfizer/BioNTech,LIG,90+,10,83,93,0,0,0,0,ITC,ITC3,7,Liguria
2021-01-06,Pfizer/BioNTech,LOM,12-19,0,1,1,0,0,0,0,ITC,ITC4,3,Lombardia
2021-01-06,Pfizer/BioNTech,LOM,20-29,272,543,814,0,1,0,0,ITC,ITC4,3,Lombardia
2021-01-06,Pfizer/BioNTech,LOM,30-39,633,903,1536,0,0,0,0,ITC,ITC4,3,Lombardia
2021-01-06,Pfizer/BioNTech,LOM,40-49,436,1116,1550,0,2,0,0,ITC,ITC4,3,Lombardia
2021-01-06,Pfizer/BioNTech,LOM,50-59,614,1546,2158,0,2,0,0,ITC,ITC4,3,Lombardia
2021-01-06,Pfizer/BioNTech,LOM,60-69,518,495,1011,0,2,0,0,ITC,ITC4,3,Lombardia
2021-01-06,Pfizer/BioNTech,LOM,70-79,57,16,73,0,0,0,0,ITC,ITC4,3,Lombardia
2021-01-06,Pfizer/BioNTech,LOM,80-89,4,11,15,0,0,0,0,ITC,ITC4,3,Lombardia
2021-01-06,Pfizer/BioNTech,LOM,90+,0,8,8,0,0,0,0,ITC,ITC4,3,Lombardia
2021-01-06,Pfizer/BioNTech,MAR,20-29,49,103,152,0,0,0,0,ITI,ITI3,11,Marche
2021-01-06,Pfizer/BioNTech,MAR,30-39,121,246,367,0,0,0,0,ITI,ITI3,11,Marche
2021-01-06,Pfizer/BioNTech,MAR,40-49,141,339,480,0,0,0,0,ITI,ITI3,11,Marche
2021-01-06,Pfizer/BioNTech,MAR,50-59,180,439,616,0,3,0,0,ITI,ITI3,11,Marche
2021-01-06,Pfizer/BioNTech,MAR,60-69,238,188,425,0,1,0,0,ITI,ITI3,11,Marche
2021-01-06,Pfizer/BioNTech,MAR,70-79,44,18,62,0,0,0,0,ITI,ITI3,11,Marche
2021-01-06,Pfizer/BioNTech,MAR,80-89,17,41,58,0,0,0,0,ITI,ITI3,11,Marche
2021-01-06,Pfizer/BioNTech,MAR,90+,15,40,55,0,0,0,0,ITI,ITI3,11,Marche
2021-01-06,Pfizer/BioNTech,MOL,20-29,12,19,31,0,0,0,0,ITF,ITF2,14,Molise
2021-01-06,Pfizer/BioNTech,MOL,30-39,38,45,82,0,1,0,0,ITF,ITF2,14,Molise
2021-01-06,Pfizer/BioNTech,MOL,40-49,38,61,96,0,3,0,0,ITF,ITF2,14,Molise
2021-01-06,Pfizer/BioNTech,MOL,50-59,62,93,155,0,0,0,0,ITF,ITF2,14,Molise
2021-01-06,Pfizer/BioNTech,MOL,60-69,56,65,120,0,1,0,0,ITF,ITF2,14,Molise
2021-01-06,Pfizer/BioNTech,MOL,70-79,10,13,23,0,0,0,0,ITF,ITF2,14,Molise
2021-01-06,Pfizer/BioNTech,MOL,80-89,27,59,85,0,1,0,0,ITF,ITF2,14,Molise
2021-01-06,Pfizer/BioNTech,MOL,90+,21,78,99,0,0,0,0,ITF,ITF2,14,Molise
2021-01-06,Pfizer/BioNTech,PAB,20-29,0,4,4,0,0,0,0,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2021-01-06,Pfizer/BioNTech,PAB,30-39,2,7,9,0,0,0,0,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2021-01-06,Pfizer/BioNTech,PAB,40-49,5,11,16,0,0,0,0,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2021-01-06,Pfizer/BioNTech,PAB,50-59,5,12,17,0,0,0,0,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2021-01-06,Pfizer/BioNTech,PAB,60-69,4,8,12,0,0,0,0,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2021-01-06,Pfizer/BioNTech,PAB,70-79,2,0,2,0,0,0,0,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2021-01-06,Pfizer/BioNTech,PAT,20-29,0,6,6,0,0,0,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-06,Pfizer/BioNTech,PAT,30-39,7,8,15,0,0,0,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-06,Pfizer/BioNTech,PAT,40-49,5,5,10,0,0,0,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-06,Pfizer/BioNTech,PAT,50-59,0,9,9,0,0,0,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-06,Pfizer/BioNTech,PAT,60-69,1,3,4,0,0,0,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-06,Pfizer/BioNTech,PIE,12-19,0,6,6,0,0,0,0,ITC,ITC1,1,Piemonte
2021-01-06,Pfizer/BioNTech,PIE,20-29,80,157,237,0,0,0,0,ITC,ITC1,1,Piemonte
2021-01-06,Pfizer/BioNTech,PIE,30-39,185,290,474,0,1,0,0,ITC,ITC1,1,Piemonte
2021-01-06,Pfizer/BioNTech,PIE,40-49,128,379,507,0,0,0,0,ITC,ITC1,1,Piemonte
2021-01-06,Pfizer/BioNTech,PIE,50-59,237,641,875,0,3,0,0,ITC,ITC1,1,Piemonte
2021-01-06,Pfizer/BioNTech,PIE,60-69,359,366,725,0,0,0,0,ITC,ITC1,1,Piemonte
2021-01-06,Pfizer/BioNTech,PIE,70-79,60,38,98,0,0,0,0,ITC,ITC1,1,Piemonte
2021-01-06,Pfizer/BioNTech,PIE,80-89,54,77,131,0,0,0,0,ITC,ITC1,1,Piemonte
2021-01-06,Pfizer/BioNTech,PIE,90+,24,100,123,0,1,0,0,ITC,ITC1,1,Piemonte
2021-01-06,Pfizer/BioNTech,PUG,20-29,80,194,274,0,0,0,0,ITF,ITF4,16,Puglia
2021-01-06,Pfizer/BioNTech,PUG,30-39,292,379,671,0,0,0,0,ITF,ITF4,16,Puglia
2021-01-06,Pfizer/BioNTech,PUG,40-49,323,527,847,0,3,0,0,ITF,ITF4,16,Puglia
2021-01-06,Pfizer/BioNTech,PUG,50-59,459,634,1092,0,1,0,0,ITF,ITF4,16,Puglia
2021-01-06,Pfizer/BioNTech,PUG,60-69,426,340,766,0,0,0,0,ITF,ITF4,16,Puglia
2021-01-06,Pfizer/BioNTech,PUG,70-79,45,42,87,0,0,0,0,ITF,ITF4,16,Puglia
2021-01-06,Pfizer/BioNTech,PUG,80-89,36,89,125,0,0,0,0,ITF,ITF4,16,Puglia
2021-01-06,Pfizer/BioNTech,PUG,90+,20,85,104,0,1,0,0,ITF,ITF4,16,Puglia
2021-01-06,Pfizer/BioNTech,SAR,20-29,35,93,128,0,0,0,0,ITG,ITG2,20,Sardegna
2021-01-06,Pfizer/BioNTech,SAR,30-39,118,225,343,0,0,0,0,ITG,ITG2,20,Sardegna
2021-01-06,Pfizer/BioNTech,SAR,40-49,120,243,363,0,0,0,0,ITG,ITG2,20,Sardegna
2021-01-06,Pfizer/BioNTech,SAR,50-59,149,366,515,0,0,0,0,ITG,ITG2,20,Sardegna
2021-01-06,Pfizer/BioNTech,SAR,60-69,128,154,282,0,0,0,0,ITG,ITG2,20,Sardegna
2021-01-06,Pfizer/BioNTech,SAR,70-79,5,0,5,0,0,0,0,ITG,ITG2,20,Sardegna
2021-01-06,Pfizer/BioNTech,SIC,12-19,4,5,9,0,0,0,0,ITG,ITG1,19,Sicilia
2021-01-06,Pfizer/BioNTech,SIC,20-29,218,304,522,0,0,0,0,ITG,ITG1,19,Sicilia
2021-01-06,Pfizer/BioNTech,SIC,30-39,468,510,977,0,1,0,0,ITG,ITG1,19,Sicilia
2021-01-06,Pfizer/BioNTech,SIC,40-49,593,637,1230,0,0,0,0,ITG,ITG1,19,Sicilia
2021-01-06,Pfizer/BioNTech,SIC,50-59,885,978,1859,0,4,0,0,ITG,ITG1,19,Sicilia
2021-01-06,Pfizer/BioNTech,SIC,60-69,1092,658,1749,0,1,0,0,ITG,ITG1,19,Sicilia
2021-01-06,Pfizer/BioNTech,SIC,70-79,197,44,241,0,0,0,0,ITG,ITG1,19,Sicilia
2021-01-06,Pfizer/BioNTech,SIC,80-89,17,11,28,0,0,0,0,ITG,ITG1,19,Sicilia
2021-01-06,Pfizer/BioNTech,SIC,90+,1,1,2,0,0,0,0,ITG,ITG1,19,Sicilia
2021-01-06,Pfizer/BioNTech,TOS,20-29,298,604,902,0,0,0,0,ITI,ITI1,9,Toscana
2021-01-06,Pfizer/BioNTech,TOS,30-39,304,551,855,0,0,0,0,ITI,ITI1,9,Toscana
2021-01-06,Pfizer/BioNTech,TOS,40-49,236,599,835,0,0,0,0,ITI,ITI1,9,Toscana
2021-01-06,Pfizer/BioNTech,TOS,50-59,274,734,1008,0,0,0,0,ITI,ITI1,9,Toscana
2021-01-06,Pfizer/BioNTech,TOS,60-69,233,283,516,0,0,0,0,ITI,ITI1,9,Toscana
2021-01-06,Pfizer/BioNTech,TOS,70-79,88,55,143,0,0,0,0,ITI,ITI1,9,Toscana
2021-01-06,Pfizer/BioNTech,TOS,80-89,55,129,184,0,0,0,0,ITI,ITI1,9,Toscana
2021-01-06,Pfizer/BioNTech,TOS,90+,17,156,173,0,0,0,0,ITI,ITI1,9,Toscana
2021-01-06,Pfizer/BioNTech,UMB,20-29,17,36,53,0,0,0,0,ITI,ITI2,10,Umbria
2021-01-06,Pfizer/BioNTech,UMB,30-39,67,107,174,0,0,0,0,ITI,ITI2,10,Umbria
2021-01-06,Pfizer/BioNTech,UMB,40-49,64,125,189,0,0,0,0,ITI,ITI2,10,Umbria
2021-01-06,Pfizer/BioNTech,UMB,50-59,61,193,252,0,2,0,0,ITI,ITI2,10,Umbria
2021-01-06,Pfizer/BioNTech,UMB,60-69,116,88,204,0,0,0,0,ITI,ITI2,10,Umbria
2021-01-06,Pfizer/BioNTech,UMB,70-79,10,0,10,0,0,0,0,ITI,ITI2,10,Umbria
2021-01-06,Pfizer/BioNTech,VDA,20-29,6,1,7,0,0,0,0,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2021-01-06,Pfizer/BioNTech,VDA,30-39,3,4,6,0,1,0,0,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2021-01-06,Pfizer/BioNTech,VDA,40-49,6,3,9,0,0,0,0,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2021-01-06,Pfizer/BioNTech,VDA,50-59,7,4,11,0,0,0,0,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2021-01-06,Pfizer/BioNTech,VDA,60-69,8,4,12,0,0,0,0,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2021-01-06,Pfizer/BioNTech,VDA,70-79,3,2,5,0,0,0,0,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2021-01-06,Pfizer/BioNTech,VDA,80-89,0,6,6,0,0,0,0,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2021-01-06,Pfizer/BioNTech,VDA,90+,1,8,9,0,0,0,0,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2021-01-06,Pfizer/BioNTech,VEN,12-19,3,4,7,0,0,0,0,ITH,ITH3,5,Veneto
2021-01-06,Pfizer/BioNTech,VEN,20-29,229,560,760,0,29,0,0,ITH,ITH3,5,Veneto
2021-01-06,Pfizer/BioNTech,VEN,30-39,462,853,1280,0,35,0,0,ITH,ITH3,5,Veneto
2021-01-06,Pfizer/BioNTech,VEN,40-49,463,1306,1754,0,15,0,0,ITH,ITH3,5,Veneto
2021-01-06,Pfizer/BioNTech,VEN,50-59,537,1925,2449,0,13,0,0,ITH,ITH3,5,Veneto
2021-01-06,Pfizer/BioNTech,VEN,60-69,483,554,1033,0,4,0,0,ITH,ITH3,5,Veneto
2021-01-06,Pfizer/BioNTech,VEN,70-79,113,65,178,0,0,0,0,ITH,ITH3,5,Veneto
2021-01-06,Pfizer/BioNTech,VEN,80-89,71,212,280,0,3,0,0,ITH,ITH3,5,Veneto
2021-01-06,Pfizer/BioNTech,VEN,90+,31,270,301,0,0,0,0,ITH,ITH3,5,Veneto
2021-01-07,Janssen,FVG,20-29,1,0,1,0,0,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-01-07,Janssen,FVG,30-39,1,0,1,0,0,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-01-07,Moderna,FVG,20-29,2,2,4,0,0,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-01-07,Moderna,FVG,30-39,0,2,2,0,0,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-01-07,Moderna,FVG,50-59,0,1,1,0,0,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-01-07,Moderna,LAZ,30-39,2,1,3,0,0,0,0,ITI,ITI4,12,Lazio
2021-01-07,Moderna,LAZ,40-49,1,0,1,0,0,0,0,ITI,ITI4,12,Lazio
2021-01-07,Moderna,LAZ,50-59,0,1,1,0,0,0,0,ITI,ITI4,12,Lazio
2021-01-07,Moderna,LIG,60-69,1,0,1,0,0,0,0,ITC,ITC3,7,Liguria
2021-01-07,Moderna,PIE,50-59,1,0,1,0,0,0,0,ITC,ITC1,1,Piemonte
2021-01-07,Moderna,SIC,50-59,0,1,1,0,0,0,0,ITG,ITG1,19,Sicilia
2021-01-07,Moderna,SIC,60-69,1,0,1,0,0,0,0,ITG,ITG1,19,Sicilia
2021-01-07,Moderna,TOS,60-69,0,1,1,0,0,0,0,ITI,ITI1,9,Toscana
2021-01-07,Pfizer/BioNTech,ABR,20-29,21,44,65,0,0,0,0,ITF,ITF1,13,Abruzzo
2021-01-07,Pfizer/BioNTech,ABR,30-39,39,45,83,0,1,0,0,ITF,ITF1,13,Abruzzo
2021-01-07,Pfizer/BioNTech,ABR,40-49,59,74,133,0,0,0,0,ITF,ITF1,13,Abruzzo
2021-01-07,Pfizer/BioNTech,ABR,50-59,78,93,171,0,0,0,0,ITF,ITF1,13,Abruzzo
2021-01-07,Pfizer/BioNTech,ABR,60-69,76,49,125,0,0,0,0,ITF,ITF1,13,Abruzzo
2021-01-07,Pfizer/BioNTech,ABR,70-79,8,0,8,0,0,0,0,ITF,ITF1,13,Abruzzo
2021-01-07,Pfizer/BioNTech,BAS,20-29,10,18,28,0,0,0,0,ITF,ITF5,17,Basilicata
2021-01-07,Pfizer/BioNTech,BAS,30-39,32,35,67,0,0,0,0,ITF,ITF5,17,Basilicata
2021-01-07,Pfizer/BioNTech,BAS,40-49,70,84,154,0,0,0,0,ITF,ITF5,17,Basilicata
2021-01-07,Pfizer/BioNTech,BAS,50-59,71,104,175,0,0,0,0,ITF,ITF5,17,Basilicata
2021-01-07,Pfizer/BioNTech,BAS,60-69,127,70,197,0,0,0,0,ITF,ITF5,17,Basilicata
2021-01-07,Pfizer/BioNTech,BAS,70-79,7,1,8,0,0,0,0,ITF,ITF5,17,Basilicata
2021-01-07,Pfizer/BioNTech,BAS,80-89,5,4,9,0,0,0,0,ITF,ITF5,17,Basilicata
2021-01-07,Pfizer/BioNTech,BAS,90+,1,8,9,0,0,0,0,ITF,ITF5,17,Basilicata
2021-01-07,Pfizer/BioNTech,CAL,20-29,44,56,100,0,0,0,0,ITF,ITF6,18,Calabria
2021-01-07,Pfizer/BioNTech,CAL,30-39,170,194,364,0,0,0,0,ITF,ITF6,18,Calabria
2021-01-07,Pfizer/BioNTech,CAL,40-49,199,230,429,0,0,0,0,ITF,ITF6,18,Calabria
2021-01-07,Pfizer/BioNTech,CAL,50-59,263,393,656,0,0,0,0,ITF,ITF6,18,Calabria
2021-01-07,Pfizer/BioNTech,CAL,60-69,379,256,635,0,0,0,0,ITF,ITF6,18,Calabria
2021-01-07,Pfizer/BioNTech,CAL,70-79,35,5,40,0,0,0,0,ITF,ITF6,18,Calabria
2021-01-07,Pfizer/BioNTech,CAL,80-89,1,2,3,0,0,0,0,ITF,ITF6,18,Calabria
2021-01-07,Pfizer/BioNTech,CAM,12-19,3,2,5,0,0,0,0,ITF,ITF3,15,Campania
2021-01-07,Pfizer/BioNTech,CAM,20-29,207,355,562,0,0,0,0,ITF,ITF3,15,Campania
2021-01-07,Pfizer/BioNTech,CAM,30-39,658,820,1473,0,5,0,0,ITF,ITF3,15,Campania
2021-01-07,Pfizer/BioNTech,CAM,40-49,648,1062,1709,0,1,0,0,ITF,ITF3,15,Campania
2021-01-07,Pfizer/BioNTech,CAM,50-59,1160,1448,2600,0,8,0,0,ITF,ITF3,15,Campania
2021-01-07,Pfizer/BioNTech,CAM,60-69,1272,840,2104,0,8,0,0,ITF,ITF3,15,Campania
2021-01-07,Pfizer/BioNTech,CAM,70-79,157,46,202,0,1,0,0,ITF,ITF3,15,Campania
2021-01-07,Pfizer/BioNTech,CAM,80-89,50,99,148,0,1,0,0,ITF,ITF3,15,Campania
2021-01-07,Pfizer/BioNTech,CAM,90+,15,73,88,0,0,0,0,ITF,ITF3,15,Campania
2021-01-07,Pfizer/BioNTech,EMR,12-19,4,2,6,0,0,0,0,ITH,ITH5,8,Emilia-Romagna
2021-01-07,Pfizer/BioNTech,EMR,20-29,286,720,1006,0,0,0,0,ITH,ITH5,8,Emilia-Romagna
2021-01-07,Pfizer/BioNTech,EMR,30-39,689,1097,1785,0,1,0,0,ITH,ITH5,8,Emilia-Romagna
2021-01-07,Pfizer/BioNTech,EMR,40-49,626,1613,2234,0,5,0,0,ITH,ITH5,8,Emilia-Romagna
2021-01-07,Pfizer/BioNTech,EMR,50-59,706,1912,2614,0,4,0,0,ITH,ITH5,8,Emilia-Romagna
2021-01-07,Pfizer/BioNTech,EMR,60-69,605,781,1384,0,2,0,0,ITH,ITH5,8,Emilia-Romagna
2021-01-07,Pfizer/BioNTech,EMR,70-79,302,112,412,0,2,0,0,ITH,ITH5,8,Emilia-Romagna
2021-01-07,Pfizer/BioNTech,EMR,80-89,143,301,441,0,3,0,0,ITH,ITH5,8,Emilia-Romagna
2021-01-07,Pfizer/BioNTech,EMR,90+,58,353,410,0,1,0,0,ITH,ITH5,8,Emilia-Romagna
2021-01-07,Pfizer/BioNTech,FVG,20-29,81,172,252,0,1,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-01-07,Pfizer/BioNTech,FVG,30-39,138,238,374,0,2,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-01-07,Pfizer/BioNTech,FVG,40-49,133,351,484,0,0,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-01-07,Pfizer/BioNTech,FVG,50-59,162,406,568,0,0,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-01-07,Pfizer/BioNTech,FVG,60-69,129,165,292,0,2,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-01-07,Pfizer/BioNTech,FVG,70-79,54,14,68,0,0,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-01-07,Pfizer/BioNTech,FVG,80-89,23,17,40,0,0,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-01-07,Pfizer/BioNTech,FVG,90+,13,37,50,0,0,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-01-07,Pfizer/BioNTech,LAZ,12-19,3,1,4,0,0,0,0,ITI,ITI4,12,Lazio
2021-01-07,Pfizer/BioNTech,LAZ,20-29,261,517,774,0,4,0,0,ITI,ITI4,12,Lazio
2021-01-07,Pfizer/BioNTech,LAZ,30-39,563,875,1435,0,3,0,0,ITI,ITI4,12,Lazio
2021-01-07,Pfizer/BioNTech,LAZ,40-49,546,1120,1659,0,7,0,0,ITI,ITI4,12,Lazio
2021-01-07,Pfizer/BioNTech,LAZ,50-59,757,1361,2114,0,4,0,0,ITI,ITI4,12,Lazio
2021-01-07,Pfizer/BioNTech,LAZ,60-69,660,741,1399,0,2,0,0,ITI,ITI4,12,Lazio
2021-01-07,Pfizer/BioNTech,LAZ,70-79,120,93,213,0,0,0,0,ITI,ITI4,12,Lazio
2021-01-07,Pfizer/BioNTech,LAZ,80-89,61,159,219,0,1,0,0,ITI,ITI4,12,Lazio
2021-01-07,Pfizer/BioNTech,LAZ,90+,33,126,156,0,3,0,0,ITI,ITI4,12,Lazio
2021-01-07,Pfizer/BioNTech,LIG,12-19,2,0,2,0,0,0,0,ITC,ITC3,7,Liguria
2021-01-07,Pfizer/BioNTech,LIG,20-29,66,157,223,0,0,0,0,ITC,ITC3,7,Liguria
2021-01-07,Pfizer/BioNTech,LIG,30-39,170,243,411,0,2,0,0,ITC,ITC3,7,Liguria
2021-01-07,Pfizer/BioNTech,LIG,40-49,164,426,588,0,2,0,0,ITC,ITC3,7,Liguria
2021-01-07,Pfizer/BioNTech,LIG,50-59,291,685,975,0,1,0,0,ITC,ITC3,7,Liguria
2021-01-07,Pfizer/BioNTech,LIG,60-69,261,278,539,0,0,0,0,ITC,ITC3,7,Liguria
2021-01-07,Pfizer/BioNTech,LIG,70-79,67,49,116,0,0,0,0,ITC,ITC3,7,Liguria
2021-01-07,Pfizer/BioNTech,LIG,80-89,50,148,198,0,0,0,0,ITC,ITC3,7,Liguria
2021-01-07,Pfizer/BioNTech,LIG,90+,28,152,180,0,0,0,0,ITC,ITC3,7,Liguria
2021-01-07,Pfizer/BioNTech,LOM,12-19,2,1,3,0,0,0,0,ITC,ITC4,3,Lombardia
2021-01-07,Pfizer/BioNTech,LOM,20-29,288,736,1022,0,2,0,0,ITC,ITC4,3,Lombardia
2021-01-07,Pfizer/BioNTech,LOM,30-39,756,1340,2095,0,1,0,0,ITC,ITC4,3,Lombardia
2021-01-07,Pfizer/BioNTech,LOM,40-49,729,1889,2616,0,2,0,0,ITC,ITC4,3,Lombardia
2021-01-07,Pfizer/BioNTech,LOM,50-59,948,2711,3655,0,4,0,0,ITC,ITC4,3,Lombardia
2021-01-07,Pfizer/BioNTech,LOM,60-69,688,822,1508,0,2,0,0,ITC,ITC4,3,Lombardia
2021-01-07,Pfizer/BioNTech,LOM,70-79,121,84,203,0,2,0,0,ITC,ITC4,3,Lombardia
2021-01-07,Pfizer/BioNTech,LOM,80-89,80,265,324,0,21,0,0,ITC,ITC4,3,Lombardia
2021-01-07,Pfizer/BioNTech,LOM,90+,50,311,344,0,17,0,0,ITC,ITC4,3,Lombardia
2021-01-07,Pfizer/BioNTech,MAR,20-29,46,97,143,0,0,0,0,ITI,ITI3,11,Marche
2021-01-07,Pfizer/BioNTech,MAR,30-39,148,232,378,0,2,0,0,ITI,ITI3,11,Marche
2021-01-07,Pfizer/BioNTech,MAR,40-49,132,301,432,0,1,0,0,ITI,ITI3,11,Marche
2021-01-07,Pfizer/BioNTech,MAR,50-59,160,398,557,0,1,0,0,ITI,ITI3,11,Marche
2021-01-07,Pfizer/BioNTech,MAR,60-69,131,151,282,0,0,0,0,ITI,ITI3,11,Marche
2021-01-07,Pfizer/BioNTech,MAR,70-79,28,1,29,0,0,0,0,ITI,ITI3,11,Marche
2021-01-07,Pfizer/BioNTech,MOL,20-29,14,10,23,0,1,0,0,ITF,ITF2,14,Molise
2021-01-07,Pfizer/BioNTech,MOL,30-39,30,30,60,0,0,0,0,ITF,ITF2,14,Molise
2021-01-07,Pfizer/BioNTech,MOL,40-49,32,63,95,0,0,0,0,ITF,ITF2,14,Molise
2021-01-07,Pfizer/BioNTech,MOL,50-59,53,114,166,0,1,0,0,ITF,ITF2,14,Molise
2021-01-07,Pfizer/BioNTech,MOL,60-69,47,68,114,0,1,0,0,ITF,ITF2,14,Molise
2021-01-07,Pfizer/BioNTech,MOL,70-79,11,10,21,0,0,0,0,ITF,ITF2,14,Molise
2021-01-07,Pfizer/BioNTech,MOL,80-89,16,44,60,0,0,0,0,ITF,ITF2,14,Molise
2021-01-07,Pfizer/BioNTech,MOL,90+,8,53,61,0,0,0,0,ITF,ITF2,14,Molise
2021-01-07,Pfizer/BioNTech,PAB,20-29,24,41,65,0,0,0,0,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2021-01-07,Pfizer/BioNTech,PAB,30-39,49,82,131,0,0,0,0,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2021-01-07,Pfizer/BioNTech,PAB,40-49,64,165,229,0,0,0,0,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2021-01-07,Pfizer/BioNTech,PAB,50-59,107,197,304,0,0,0,0,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2021-01-07,Pfizer/BioNTech,PAB,60-69,52,63,115,0,0,0,0,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2021-01-07,Pfizer/BioNTech,PAB,70-79,13,8,21,0,0,0,0,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2021-01-07,Pfizer/BioNTech,PAB,80-89,15,22,37,0,0,0,0,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2021-01-07,Pfizer/BioNTech,PAB,90+,6,18,24,0,0,0,0,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2021-01-07,Pfizer/BioNTech,PAT,12-19,0,1,1,0,0,0,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-07,Pfizer/BioNTech,PAT,20-29,16,83,99,0,0,0,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-07,Pfizer/BioNTech,PAT,30-39,58,79,137,0,0,0,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-07,Pfizer/BioNTech,PAT,40-49,52,138,189,0,1,0,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-07,Pfizer/BioNTech,PAT,50-59,60,179,237,0,2,0,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-07,Pfizer/BioNTech,PAT,60-69,31,66,97,0,0,0,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-07,Pfizer/BioNTech,PAT,70-79,38,52,88,0,2,0,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-07,Pfizer/BioNTech,PAT,80-89,53,178,231,0,0,0,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-07,Pfizer/BioNTech,PAT,90+,26,207,232,0,1,0,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-07,Pfizer/BioNTech,PIE,12-19,4,2,6,0,0,0,0,ITC,ITC1,1,Piemonte
2021-01-07,Pfizer/BioNTech,PIE,20-29,137,294,431,0,0,0,0,ITC,ITC1,1,Piemonte
2021-01-07,Pfizer/BioNTech,PIE,30-39,333,554,887,0,0,0,0,ITC,ITC1,1,Piemonte
