administration_date,supplier,region,age_range,males,females,first_dose,second_dose,previous_infection,additional_booster_dose,second_booster,NUTS1_code,NUTS2_code,ISTAT_regional_code,region_name
2021-01-11,Pfizer/BioNTech,PIE,20-29,309,724,1033,0,0,0,0,ITC,ITC1,1,Piemonte
2021-01-11,Pfizer/BioNTech,PIE,30-39,484,819,1300,0,3,0,0,ITC,ITC1,1,Piemonte
2021-01-11,Pfizer/BioNTech,PIE,40-49,465,1090,1555,0,0,0,0,ITC,ITC1,1,Piemonte
2021-01-11,Pfizer/BioNTech,PIE,50-59,612,1608,2211,0,9,0,0,ITC,ITC1,1,Piemonte
2021-01-11,Pfizer/BioNTech,PIE,60-69,637,750,1384,0,3,0,0,ITC,ITC1,1,Piemonte
2021-01-11,Pfizer/BioNTech,PIE,70-79,337,220,554,0,3,0,0,ITC,ITC1,1,Piemonte
2021-01-11,Pfizer/BioNTech,PIE,80-89,157,353,507,0,3,0,0,ITC,ITC1,1,Piemonte
2021-01-11,Pfizer/BioNTech,PIE,90+,48,328,365,0,11,0,0,ITC,ITC1,1,Piemonte
2021-01-11,Pfizer/BioNTech,PUG,12-19,2,1,3,0,0,0,0,ITF,ITF4,16,Puglia
2021-01-11,Pfizer/BioNTech,PUG,20-29,101,201,302,0,0,0,0,ITF,ITF4,16,Puglia
2021-01-11,Pfizer/BioNTech,PUG,30-39,262,355,616,0,1,0,0,ITF,ITF4,16,Puglia
2021-01-11,Pfizer/BioNTech,PUG,40-49,310,510,818,0,2,0,0,ITF,ITF4,16,Puglia
2021-01-11,Pfizer/BioNTech,PUG,50-59,430,656,1086,0,0,0,0,ITF,ITF4,16,Puglia
2021-01-11,Pfizer/BioNTech,PUG,60-69,415,333,748,0,0,0,0,ITF,ITF4,16,Puglia
2021-01-11,Pfizer/BioNTech,PUG,70-79,48,20,68,0,0,0,0,ITF,ITF4,16,Puglia
2021-01-11,Pfizer/BioNTech,PUG,80-89,20,54,74,0,0,0,0,ITF,ITF4,16,Puglia
2021-01-11,Pfizer/BioNTech,PUG,90+,11,41,52,0,0,0,0,ITF,ITF4,16,Puglia
2021-01-11,Pfizer/BioNTech,SAR,20-29,24,38,61,0,1,0,0,ITG,ITG2,20,Sardegna
2021-01-11,Pfizer/BioNTech,SAR,30-39,91,117,208,0,0,0,0,ITG,ITG2,20,Sardegna
2021-01-11,Pfizer/BioNTech,SAR,40-49,149,181,328,0,2,0,0,ITG,ITG2,20,Sardegna
2021-01-11,Pfizer/BioNTech,SAR,50-59,162,235,396,0,1,0,0,ITG,ITG2,20,Sardegna
2021-01-11,Pfizer/BioNTech,SAR,60-69,93,124,217,0,0,0,0,ITG,ITG2,20,Sardegna
2021-01-11,Pfizer/BioNTech,SAR,70-79,2,1,3,0,0,0,0,ITG,ITG2,20,Sardegna
2021-01-11,Pfizer/BioNTech,SAR,80-89,1,0,1,0,0,0,0,ITG,ITG2,20,Sardegna
2021-01-11,Pfizer/BioNTech,SAR,90+,0,1,1,0,0,0,0,ITG,ITG2,20,Sardegna
2021-01-11,Pfizer/BioNTech,SIC,12-19,5,7,12,0,0,0,0,ITG,ITG1,19,Sicilia
2021-01-11,Pfizer/BioNTech,SIC,20-29,287,418,703,0,2,0,0,ITG,ITG1,19,Sicilia
2021-01-11,Pfizer/BioNTech,SIC,30-39,383,450,830,0,3,0,0,ITG,ITG1,19,Sicilia
2021-01-11,Pfizer/BioNTech,SIC,40-49,473,667,1137,0,3,0,0,ITG,ITG1,19,Sicilia
2021-01-11,Pfizer/BioNTech,SIC,50-59,680,933,1610,0,3,0,0,ITG,ITG1,19,Sicilia
2021-01-11,Pfizer/BioNTech,SIC,60-69,570,600,1167,0,3,0,0,ITG,ITG1,19,Sicilia
2021-01-11,Pfizer/BioNTech,SIC,70-79,125,67,192,0,0,0,0,ITG,ITG1,19,Sicilia
2021-01-11,Pfizer/BioNTech,SIC,80-89,111,171,282,0,0,0,0,ITG,ITG1,19,Sicilia
2021-01-11,Pfizer/BioNTech,SIC,90+,40,79,119,0,0,0,0,ITG,ITG1,19,Sicilia
2021-01-11,Pfizer/BioNTech,TOS,12-19,1,3,4,0,0,0,0,ITI,ITI1,9,Toscana
2021-01-11,Pfizer/BioNTech,TOS,20-29,349,683,1030,0,2,0,0,ITI,ITI1,9,Toscana
2021-01-11,Pfizer/BioNTech,TOS,30-39,296,539,835,0,0,0,0,ITI,ITI1,9,Toscana
2021-01-11,Pfizer/BioNTech,TOS,40-49,251,639,888,0,2,0,0,ITI,ITI1,9,Toscana
2021-01-11,Pfizer/BioNTech,TOS,50-59,318,892,1208,0,2,0,0,ITI,ITI1,9,Toscana
2021-01-11,Pfizer/BioNTech,TOS,60-69,346,421,761,0,6,0,0,ITI,ITI1,9,Toscana
2021-01-11,Pfizer/BioNTech,TOS,70-79,89,45,134,0,0,0,0,ITI,ITI1,9,Toscana
2021-01-11,Pfizer/BioNTech,TOS,80-89,50,106,156,0,0,0,0,ITI,ITI1,9,Toscana
2021-01-11,Pfizer/BioNTech,TOS,90+,19,137,155,0,1,0,0,ITI,ITI1,9,Toscana
2021-01-11,Pfizer/BioNTech,UMB,20-29,14,25,39,0,0,0,0,ITI,ITI2,10,Umbria
2021-01-11,Pfizer/BioNTech,UMB,30-39,69,103,171,0,1,0,0,ITI,ITI2,10,Umbria
2021-01-11,Pfizer/BioNTech,UMB,40-49,42,166,208,0,0,0,0,ITI,ITI2,10,Umbria
2021-01-11,Pfizer/BioNTech,UMB,50-59,87,285,370,0,2,0,0,ITI,ITI2,10,Umbria
2021-01-11,Pfizer/BioNTech,UMB,60-69,83,129,212,0,0,0,0,ITI,ITI2,10,Umbria
2021-01-11,Pfizer/BioNTech,UMB,70-79,30,48,78,0,0,0,0,ITI,ITI2,10,Umbria
2021-01-11,Pfizer/BioNTech,UMB,80-89,44,136,180,0,0,0,0,ITI,ITI2,10,Umbria
2021-01-11,Pfizer/BioNTech,UMB,90+,19,117,136,0,0,0,0,ITI,ITI2,10,Umbria
2021-01-11,Pfizer/BioNTech,VDA,20-29,13,13,26,0,0,0,0,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2021-01-11,Pfizer/BioNTech,VDA,30-39,13,39,51,0,1,0,0,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2021-01-11,Pfizer/BioNTech,VDA,40-49,19,54,73,0,0,0,0,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2021-01-11,Pfizer/BioNTech,VDA,50-59,25,67,92,0,0,0,0,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2021-01-11,Pfizer/BioNTech,VDA,60-69,24,23,47,0,0,0,0,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2021-01-11,Pfizer/BioNTech,VDA,70-79,12,6,18,0,0,0,0,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2021-01-11,Pfizer/BioNTech,VDA,80-89,3,9,12,0,0,0,0,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2021-01-11,Pfizer/BioNTech,VDA,90+,4,4,8,0,0,0,0,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2021-01-11,Pfizer/BioNTech,VEN,12-19,1,3,4,0,0,0,0,ITH,ITH3,5,Veneto
2021-01-11,Pfizer/BioNTech,VEN,20-29,146,338,463,0,21,0,0,ITH,ITH3,5,Veneto
2021-01-11,Pfizer/BioNTech,VEN,30-39,242,538,763,0,17,0,0,ITH,ITH3,5,Veneto
2021-01-11,Pfizer/BioNTech,VEN,40-49,283,1003,1267,0,19,0,0,ITH,ITH3,5,Veneto
2021-01-11,Pfizer/BioNTech,VEN,50-59,437,1353,1778,0,12,0,0,ITH,ITH3,5,Veneto
2021-01-11,Pfizer/BioNTech,VEN,60-69,393,516,906,0,3,0,0,ITH,ITH3,5,Veneto
2021-01-11,Pfizer/BioNTech,VEN,70-79,197,155,350,0,2,0,0,ITH,ITH3,5,Veneto
2021-01-11,Pfizer/BioNTech,VEN,80-89,313,671,975,0,9,0,0,ITH,ITH3,5,Veneto
2021-01-11,Pfizer/BioNTech,VEN,90+,92,563,647,0,8,0,0,ITH,ITH3,5,Veneto
2021-01-12,Moderna,CAL,60-69,2,0,2,0,0,0,0,ITF,ITF6,18,Calabria
2021-01-12,Moderna,CAM,30-39,2,1,1,0,2,0,0,ITF,ITF3,15,Campania
2021-01-12,Moderna,CAM,40-49,2,0,1,0,1,0,0,ITF,ITF3,15,Campania
2021-01-12,Moderna,CAM,50-59,1,0,1,0,0,0,0,ITF,ITF3,15,Campania
2021-01-12,Moderna,CAM,60-69,0,1,1,0,0,0,0,ITF,ITF3,15,Campania
2021-01-12,Moderna,FVG,20-29,17,4,21,0,0,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-01-12,Moderna,FVG,30-39,16,7,23,0,0,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-01-12,Moderna,FVG,40-49,6,5,11,0,0,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-01-12,Moderna,FVG,50-59,0,1,1,0,0,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-01-12,Moderna,FVG,60-69,1,1,2,0,0,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-01-12,Moderna,FVG,70-79,0,2,2,0,0,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-01-12,Moderna,LAZ,12-19,1,0,1,0,0,0,0,ITI,ITI4,12,Lazio
2021-01-12,Moderna,LAZ,20-29,16,3,19,0,0,0,0,ITI,ITI4,12,Lazio
2021-01-12,Moderna,LAZ,30-39,30,10,40,0,0,0,0,ITI,ITI4,12,Lazio
2021-01-12,Moderna,LAZ,40-49,32,3,35,0,0,0,0,ITI,ITI4,12,Lazio
2021-01-12,Moderna,LAZ,50-59,12,3,15,0,0,0,0,ITI,ITI4,12,Lazio
2021-01-12,Moderna,LAZ,60-69,4,1,5,0,0,0,0,ITI,ITI4,12,Lazio
2021-01-12,Moderna,LAZ,70-79,1,1,2,0,0,0,0,ITI,ITI4,12,Lazio
2021-01-12,Moderna,SIC,20-29,0,1,1,0,0,0,0,ITG,ITG1,19,Sicilia
2021-01-12,Moderna,SIC,60-69,0,1,1,0,0,0,0,ITG,ITG1,19,Sicilia
2021-01-12,Moderna,SIC,80-89,0,1,1,0,0,0,0,ITG,ITG1,19,Sicilia
2021-01-12,Moderna,TOS,20-29,1,0,1,0,0,0,0,ITI,ITI1,9,Toscana
2021-01-12,Moderna,TOS,50-59,0,1,1,0,0,0,0,ITI,ITI1,9,Toscana
2021-01-12,Pfizer/BioNTech,ABR,20-29,51,64,115,0,0,0,0,ITF,ITF1,13,Abruzzo
2021-01-12,Pfizer/BioNTech,ABR,30-39,113,175,288,0,0,0,0,ITF,ITF1,13,Abruzzo
2021-01-12,Pfizer/BioNTech,ABR,40-49,126,272,396,0,2,0,0,ITF,ITF1,13,Abruzzo
2021-01-12,Pfizer/BioNTech,ABR,50-59,207,307,512,0,2,0,0,ITF,ITF1,13,Abruzzo
2021-01-12,Pfizer/BioNTech,ABR,60-69,195,200,395,0,0,0,0,ITF,ITF1,13,Abruzzo
2021-01-12,Pfizer/BioNTech,ABR,70-79,37,26,63,0,0,0,0,ITF,ITF1,13,Abruzzo
2021-01-12,Pfizer/BioNTech,ABR,80-89,5,18,23,0,0,0,0,ITF,ITF1,13,Abruzzo
2021-01-12,Pfizer/BioNTech,ABR,90+,0,8,8,0,0,0,0,ITF,ITF1,13,Abruzzo
2021-01-12,Pfizer/BioNTech,BAS,20-29,4,8,12,0,0,0,0,ITF,ITF5,17,Basilicata
2021-01-12,Pfizer/BioNTech,BAS,30-39,13,12,25,0,0,0,0,ITF,ITF5,17,Basilicata
2021-01-12,Pfizer/BioNTech,BAS,40-49,15,19,34,0,0,0,0,ITF,ITF5,17,Basilicata
2021-01-12,Pfizer/BioNTech,BAS,50-59,15,28,43,0,0,0,0,ITF,ITF5,17,Basilicata
2021-01-12,Pfizer/BioNTech,BAS,60-69,19,8,27,0,0,0,0,ITF,ITF5,17,Basilicata
2021-01-12,Pfizer/BioNTech,BAS,70-79,10,7,17,0,0,0,0,ITF,ITF5,17,Basilicata
2021-01-12,Pfizer/BioNTech,BAS,80-89,10,25,35,0,0,0,0,ITF,ITF5,17,Basilicata
2021-01-12,Pfizer/BioNTech,BAS,90+,2,22,24,0,0,0,0,ITF,ITF5,17,Basilicata
2021-01-12,Pfizer/BioNTech,CAL,12-19,1,0,1,0,0,0,0,ITF,ITF6,18,Calabria
2021-01-12,Pfizer/BioNTech,CAL,20-29,47,64,111,0,0,0,0,ITF,ITF6,18,Calabria
2021-01-12,Pfizer/BioNTech,CAL,30-39,127,150,277,0,0,0,0,ITF,ITF6,18,Calabria
2021-01-12,Pfizer/BioNTech,CAL,40-49,133,208,341,0,0,0,0,ITF,ITF6,18,Calabria
2021-01-12,Pfizer/BioNTech,CAL,50-59,231,309,540,0,0,0,0,ITF,ITF6,18,Calabria
2021-01-12,Pfizer/BioNTech,CAL,60-69,422,279,701,0,0,0,0,ITF,ITF6,18,Calabria
2021-01-12,Pfizer/BioNTech,CAL,70-79,65,20,85,0,0,0,0,ITF,ITF6,18,Calabria
2021-01-12,Pfizer/BioNTech,CAL,80-89,12,23,35,0,0,0,0,ITF,ITF6,18,Calabria
2021-01-12,Pfizer/BioNTech,CAL,90+,2,8,10,0,0,0,0,ITF,ITF6,18,Calabria
2021-01-12,Pfizer/BioNTech,CAM,12-19,2,2,4,0,0,0,0,ITF,ITF3,15,Campania
2021-01-12,Pfizer/BioNTech,CAM,20-29,303,402,705,0,0,0,0,ITF,ITF3,15,Campania
2021-01-12,Pfizer/BioNTech,CAM,30-39,357,479,835,0,1,0,0,ITF,ITF3,15,Campania
2021-01-12,Pfizer/BioNTech,CAM,40-49,341,497,836,0,2,0,0,ITF,ITF3,15,Campania
2021-01-12,Pfizer/BioNTech,CAM,50-59,482,608,1088,0,2,0,0,ITF,ITF3,15,Campania
2021-01-12,Pfizer/BioNTech,CAM,60-69,708,445,1149,0,4,0,0,ITF,ITF3,15,Campania
2021-01-12,Pfizer/BioNTech,CAM,70-79,299,77,376,0,0,0,0,ITF,ITF3,15,Campania
2021-01-12,Pfizer/BioNTech,CAM,80-89,55,80,135,0,0,0,0,ITF,ITF3,15,Campania
2021-01-12,Pfizer/BioNTech,CAM,90+,18,61,79,0,0,0,0,ITF,ITF3,15,Campania
2021-01-12,Pfizer/BioNTech,EMR,12-19,5,8,13,0,0,0,0,ITH,ITH5,8,Emilia-Romagna
2021-01-12,Pfizer/BioNTech,EMR,20-29,313,580,890,0,3,0,0,ITH,ITH5,8,Emilia-Romagna
2021-01-12,Pfizer/BioNTech,EMR,30-39,462,825,1286,0,1,0,0,ITH,ITH5,8,Emilia-Romagna
2021-01-12,Pfizer/BioNTech,EMR,40-49,470,1229,1696,0,3,0,0,ITH,ITH5,8,Emilia-Romagna
2021-01-12,Pfizer/BioNTech,EMR,50-59,598,1612,2209,0,1,0,0,ITH,ITH5,8,Emilia-Romagna
2021-01-12,Pfizer/BioNTech,EMR,60-69,580,768,1343,0,5,0,0,ITH,ITH5,8,Emilia-Romagna
2021-01-12,Pfizer/BioNTech,EMR,70-79,355,229,581,0,3,0,0,ITH,ITH5,8,Emilia-Romagna
2021-01-12,Pfizer/BioNTech,EMR,80-89,223,526,743,0,6,0,0,ITH,ITH5,8,Emilia-Romagna
2021-01-12,Pfizer/BioNTech,EMR,90+,124,580,698,0,6,0,0,ITH,ITH5,8,Emilia-Romagna
2021-01-12,Pfizer/BioNTech,FVG,12-19,0,1,1,0,0,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-01-12,Pfizer/BioNTech,FVG,20-29,117,260,377,0,0,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-01-12,Pfizer/BioNTech,FVG,30-39,113,207,319,0,1,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-01-12,Pfizer/BioNTech,FVG,40-49,101,313,414,0,0,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-01-12,Pfizer/BioNTech,FVG,50-59,128,371,497,0,2,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-01-12,Pfizer/BioNTech,FVG,60-69,122,138,260,0,0,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-01-12,Pfizer/BioNTech,FVG,70-79,69,56,125,0,0,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-01-12,Pfizer/BioNTech,FVG,80-89,42,115,155,0,2,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-01-12,Pfizer/BioNTech,FVG,90+,30,113,142,0,1,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-01-12,Pfizer/BioNTech,LAZ,20-29,271,529,794,0,6,0,0,ITI,ITI4,12,Lazio
2021-01-12,Pfizer/BioNTech,LAZ,30-39,368,549,907,0,10,0,0,ITI,ITI4,12,Lazio
2021-01-12,Pfizer/BioNTech,LAZ,40-49,348,707,1039,0,16,0,0,ITI,ITI4,12,Lazio
2021-01-12,Pfizer/BioNTech,LAZ,50-59,426,853,1273,0,6,0,0,ITI,ITI4,12,Lazio
2021-01-12,Pfizer/BioNTech,LAZ,60-69,419,464,881,0,2,0,0,ITI,ITI4,12,Lazio
2021-01-12,Pfizer/BioNTech,LAZ,70-79,90,69,159,0,0,0,0,ITI,ITI4,12,Lazio
2021-01-12,Pfizer/BioNTech,LAZ,80-89,83,159,242,0,0,0,0,ITI,ITI4,12,Lazio
2021-01-12,Pfizer/BioNTech,LAZ,90+,35,193,228,0,0,0,0,ITI,ITI4,12,Lazio
2021-01-12,Pfizer/BioNTech,LIG,12-19,3,2,5,0,0,0,0,ITC,ITC3,7,Liguria
2021-01-12,Pfizer/BioNTech,LIG,20-29,91,113,204,0,0,0,0,ITC,ITC3,7,Liguria
2021-01-12,Pfizer/BioNTech,LIG,30-39,121,185,304,0,2,0,0,ITC,ITC3,7,Liguria
2021-01-12,Pfizer/BioNTech,LIG,40-49,140,267,406,0,1,0,0,ITC,ITC3,7,Liguria
2021-01-12,Pfizer/BioNTech,LIG,50-59,212,486,698,0,0,0,0,ITC,ITC3,7,Liguria
2021-01-12,Pfizer/BioNTech,LIG,60-69,187,223,410,0,0,0,0,ITC,ITC3,7,Liguria
2021-01-12,Pfizer/BioNTech,LIG,70-79,62,39,101,0,0,0,0,ITC,ITC3,7,Liguria
2021-01-12,Pfizer/BioNTech,LIG,80-89,55,141,196,0,0,0,0,ITC,ITC3,7,Liguria
2021-01-12,Pfizer/BioNTech,LIG,90+,23,131,154,0,0,0,0,ITC,ITC3,7,Liguria
2021-01-12,Pfizer/BioNTech,LOM,12-19,7,9,16,0,0,0,0,ITC,ITC4,3,Lombardia
2021-01-12,Pfizer/BioNTech,LOM,20-29,674,1367,2039,0,2,0,0,ITC,ITC4,3,Lombardia
2021-01-12,Pfizer/BioNTech,LOM,30-39,1201,1957,3154,0,4,0,0,ITC,ITC4,3,Lombardia
2021-01-12,Pfizer/BioNTech,LOM,40-49,1282,2962,4238,0,6,0,0,ITC,ITC4,3,Lombardia
2021-01-12,Pfizer/BioNTech,LOM,50-59,1611,4360,5958,0,13,0,0,ITC,ITC4,3,Lombardia
2021-01-12,Pfizer/BioNTech,LOM,60-69,1201,1435,2633,0,3,0,0,ITC,ITC4,3,Lombardia
2021-01-12,Pfizer/BioNTech,LOM,70-79,427,239,660,0,6,0,0,ITC,ITC4,3,Lombardia
2021-01-12,Pfizer/BioNTech,LOM,80-89,237,615,847,0,5,0,0,ITC,ITC4,3,Lombardia
2021-01-12,Pfizer/BioNTech,LOM,90+,109,658,759,0,8,0,0,ITC,ITC4,3,Lombardia
2021-01-12,Pfizer/BioNTech,MAR,20-29,34,79,112,0,1,0,0,ITI,ITI3,11,Marche
2021-01-12,Pfizer/BioNTech,MAR,30-39,75,128,203,0,0,0,0,ITI,ITI3,11,Marche
2021-01-12,Pfizer/BioNTech,MAR,40-49,76,197,273,0,0,0,0,ITI,ITI3,11,Marche
2021-01-12,Pfizer/BioNTech,MAR,50-59,99,265,364,0,0,0,0,ITI,ITI3,11,Marche
2021-01-12,Pfizer/BioNTech,MAR,60-69,100,110,210,0,0,0,0,ITI,ITI3,11,Marche
2021-01-12,Pfizer/BioNTech,MAR,70-79,20,8,28,0,0,0,0,ITI,ITI3,11,Marche
2021-01-12,Pfizer/BioNTech,MAR,80-89,5,11,16,0,0,0,0,ITI,ITI3,11,Marche
2021-01-12,Pfizer/BioNTech,MAR,90+,5,15,20,0,0,0,0,ITI,ITI3,11,Marche
2021-01-12,Pfizer/BioNTech,MOL,20-29,9,12,21,0,0,0,0,ITF,ITF2,14,Molise
2021-01-12,Pfizer/BioNTech,MOL,30-39,24,29,53,0,0,0,0,ITF,ITF2,14,Molise
2021-01-12,Pfizer/BioNTech,MOL,40-49,15,32,46,0,1,0,0,ITF,ITF2,14,Molise
2021-01-12,Pfizer/BioNTech,MOL,50-59,18,42,59,0,1,0,0,ITF,ITF2,14,Molise
2021-01-12,Pfizer/BioNTech,MOL,60-69,16,13,29,0,0,0,0,ITF,ITF2,14,Molise
2021-01-12,Pfizer/BioNTech,MOL,70-79,10,15,25,0,0,0,0,ITF,ITF2,14,Molise
2021-01-12,Pfizer/BioNTech,MOL,80-89,11,41,52,0,0,0,0,ITF,ITF2,14,Molise
2021-01-12,Pfizer/BioNTech,MOL,90+,11,41,52,0,0,0,0,ITF,ITF2,14,Molise
2021-01-12,Pfizer/BioNTech,PAB,20-29,36,169,204,0,1,0,0,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2021-01-12,Pfizer/BioNTech,PAB,30-39,49,114,163,0,0,0,0,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2021-01-12,Pfizer/BioNTech,PAB,40-49,59,191,250,0,0,0,0,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2021-01-12,Pfizer/BioNTech,PAB,50-59,88,235,323,0,0,0,0,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2021-01-12,Pfizer/BioNTech,PAB,60-69,66,102,166,0,2,0,0,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2021-01-12,Pfizer/BioNTech,PAB,70-79,71,75,145,0,1,0,0,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2021-01-12,Pfizer/BioNTech,PAB,80-89,63,186,249,0,0,0,0,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2021-01-12,Pfizer/BioNTech,PAB,90+,37,190,226,0,1,0,0,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2021-01-12,Pfizer/BioNTech,PAT,20-29,12,48,60,0,0,0,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-12,Pfizer/BioNTech,PAT,30-39,41,53,94,0,0,0,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-12,Pfizer/BioNTech,PAT,40-49,35,78,113,0,0,0,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-12,Pfizer/BioNTech,PAT,50-59,40,114,153,0,1,0,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-12,Pfizer/BioNTech,PAT,60-69,33,35,67,0,1,0,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-12,Pfizer/BioNTech,PAT,70-79,5,11,16,0,0,0,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-12,Pfizer/BioNTech,PAT,80-89,11,14,25,0,0,0,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-12,Pfizer/BioNTech,PAT,90+,3,23,26,0,0,0,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-01-12,Pfizer/BioNTech,PIE,12-19,6,6,12,0,0,0,0,ITC,ITC1,1,Piemonte
2021-01-12,Pfizer/BioNTech,PIE,20-29,399,701,1099,0,1,0,0,ITC,ITC1,1,Piemonte
2021-01-12,Pfizer/BioNTech,PIE,30-39,516,942,1456,0,2,0,0,ITC,ITC1,1,Piemonte
2021-01-12,Pfizer/BioNTech,PIE,40-49,570,1440,2009,0,1,0,0,ITC,ITC1,1,Piemonte
2021-01-12,Pfizer/BioNTech,PIE,50-59,700,1989,2683,0,6,0,0,ITC,ITC1,1,Piemonte
2021-01-12,Pfizer/BioNTech,PIE,60-69,711,842,1549,0,4,0,0,ITC,ITC1,1,Piemonte
2021-01-12,Pfizer/BioNTech,PIE,70-79,391,179,569,0,1,0,0,ITC,ITC1,1,Piemonte
2021-01-12,Pfizer/BioNTech,PIE,80-89,152,340,491,0,1,0,0,ITC,ITC1,1,Piemonte
2021-01-12,Pfizer/BioNTech,PIE,90+,47,334,380,0,1,0,0,ITC,ITC1,1,Piemonte
2021-01-12,Pfizer/BioNTech,PUG,12-19,1,1,2,0,0,0,0,ITF,ITF4,16,Puglia
2021-01-12,Pfizer/BioNTech,PUG,20-29,140,242,382,0,0,0,0,ITF,ITF4,16,Puglia
2021-01-12,Pfizer/BioNTech,PUG,30-39,305,406,711,0,0,0,0,ITF,ITF4,16,Puglia
2021-01-12,Pfizer/BioNTech,PUG,40-49,316,580,895,0,1,0,0,ITF,ITF4,16,Puglia
2021-01-12,Pfizer/BioNTech,PUG,50-59,462,706,1168,0,0,0,0,ITF,ITF4,16,Puglia
2021-01-12,Pfizer/BioNTech,PUG,60-69,461,365,824,0,2,0,0,ITF,ITF4,16,Puglia
2021-01-12,Pfizer/BioNTech,PUG,70-79,59,35,94,0,0,0,0,ITF,ITF4,16,Puglia
2021-01-12,Pfizer/BioNTech,PUG,80-89,17,62,79,0,0,0,0,ITF,ITF4,16,Puglia
2021-01-12,Pfizer/BioNTech,PUG,90+,19,54,73,0,0,0,0,ITF,ITF4,16,Puglia
2021-01-12,Pfizer/BioNTech,SAR,20-29,32,41,73,0,0,0,0,ITG,ITG2,20,Sardegna
2021-01-12,Pfizer/BioNTech,SAR,30-39,96,81,177,0,0,0,0,ITG,ITG2,20,Sardegna
2021-01-12,Pfizer/BioNTech,SAR,40-49,99,107,206,0,0,0,0,ITG,ITG2,20,Sardegna
2021-01-12,Pfizer/BioNTech,SAR,50-59,97,165,262,0,0,0,0,ITG,ITG2,20,Sardegna
2021-01-12,Pfizer/BioNTech,SAR,60-69,83,79,162,0,0,0,0,ITG,ITG2,20,Sardegna
2021-01-12,Pfizer/BioNTech,SAR,70-79,9,1,10,0,0,0,0,ITG,ITG2,20,Sardegna
2021-01-12,Pfizer/BioNTech,SIC,12-19,4,4,8,0,0,0,0,ITG,ITG1,19,Sicilia
2021-01-12,Pfizer/BioNTech,SIC,20-29,256,285,541,0,0,0,0,ITG,ITG1,19,Sicilia
2021-01-12,Pfizer/BioNTech,SIC,30-39,285,301,585,0,1,0,0,ITG,ITG1,19,Sicilia
2021-01-12,Pfizer/BioNTech,SIC,40-49,418,429,846,0,1,0,0,ITG,ITG1,19,Sicilia
2021-01-12,Pfizer/BioNTech,SIC,50-59,566,698,1258,0,6,0,0,ITG,ITG1,19,Sicilia
2021-01-12,Pfizer/BioNTech,SIC,60-69,521,413,928,0,6,0,0,ITG,ITG1,19,Sicilia
2021-01-12,Pfizer/BioNTech,SIC,70-79,137,52,189,0,0,0,0,ITG,ITG1,19,Sicilia
2021-01-12,Pfizer/BioNTech,SIC,80-89,41,82,123,0,0,0,0,ITG,ITG1,19,Sicilia
2021-01-12,Pfizer/BioNTech,SIC,90+,27,51,78,0,0,0,0,ITG,ITG1,19,Sicilia
2021-01-12,Pfizer/BioNTech,TOS,12-19,3,1,4,0,0,0,0,ITI,ITI1,9,Toscana
2021-01-12,Pfizer/BioNTech,TOS,20-29,208,403,610,0,1,0,0,ITI,ITI1,9,Toscana
